"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Symbol","Entrez"
"228171_s_at",-1.2326480116926,7.33910030550522,-5.28478301154905,8.29215812955567e-07,1.42622337224958e-05,5.33744709062701,"PLEKHG4","25894"
"218526_s_at",-1.16401346851037,6.87636616791984,-5.28381203331238,8.32601493426044e-07,1.43144619020719e-05,5.3335173552652,"RANGRF","29098"
"202962_at",1.04872440186018,6.04072376176098,5.28337016071308,8.34146723091618e-07,1.4329012247025e-05,5.33172913894894,"KIF13B","23303"
"212142_at",-1.38207925200817,5.53582777369694,-5.2829909945105,8.35474905048609e-07,1.43458178419653e-05,5.33019475275776,"MCM4","4173"
"209459_s_at",1.63253266533884,5.8422687307214,5.28164391954692,8.40210332304626e-07,1.44150562618489e-05,5.32474396665957,"ABAT","18"
"223454_at",-1.4919292294497,8.38967629772121,-5.28056749463739,8.44013200564783e-07,1.44621467931293e-05,5.32038886615483,"CXCL16","58191"
"221103_s_at",1.19337083664177,3.92460460665641,5.27663496330837,8.58050002495601e-07,1.4647577977656e-05,5.30448227455352,"CFAP44","55779"
"223488_s_at",-1.23965836599712,7.3317728333074,-5.27641576672845,8.58839088788459e-07,1.46549471480158e-05,5.3035958375547,"GNB4","59345"
"216503_s_at",-1.03699033869821,3.83623479887208,-5.27545126885333,8.62319630398882e-07,1.47044748077143e-05,5.29969561437948,"MLLT10","8028"
"235775_at",1.08872805969919,5.51813320471367,5.27541277399042,8.62458831151908e-07,1.47044748077143e-05,5.29953995725785,"TMTC2","160335"
"229144_at",-1.06353690465652,7.19407439408155,-5.27482828555989,8.64575094919462e-07,1.47344294231412e-05,5.29717660482234,"KAZN","23254"
"1554966_a_at",1.53957563660925,7.27062048885916,5.27469356680995,8.65063592583703e-07,1.47366296428343e-05,5.29663189543477,"FILIP1L","11259"
"207732_s_at",1.02179101345764,4.58714012222334,5.2717805668971,8.75692584137941e-07,1.48929484529208e-05,5.28485555138437,"DLG3","1741"
"217973_at",1.10767291448037,8.84548716175539,5.27011171814168,8.81839357127582e-07,1.49912690711689e-05,5.27811048092629,"DCXR","51181"
"235486_at",-1.53128733000201,4.016796525166,-5.26909793241435,8.85593963238463e-07,1.50426242206421e-05,5.27401356744959,"KIAA1549L","25758"
"218796_at",-2.23789836332196,6.42103336800995,-5.26850862297505,8.87783683295656e-07,1.50735743891739e-05,5.27163224170574,"FERMT1","55612"
"206481_s_at",1.12403431837101,4.92787022928786,5.26759519705284,8.91188207393099e-07,1.51188586081699e-05,5.26794148239461,"LDB2","9079"
"221729_at",1.29010874987394,11.8087793914076,5.2651332534633,9.00428103957554e-07,1.52629822135905e-05,5.25799553212281,"COL5A2","1290"
"222899_at",1.38586959275787,7.6500339372751,5.25620467857287,9.34730756691262e-07,1.58052370916984e-05,5.22194601372228,"ITGA11","22801"
"226425_at",-1.54631511574368,8.0697429253057,-5.25437153360917,9.41930045402748e-07,1.59072897782925e-05,5.21454865598898,"CLIP4","79745"
"231145_at",1.57046256268023,2.61430452599195,5.25352384392076,9.45277479209866e-07,1.59572489738663e-05,5.21112840917619,"PAX9","5083"
"64900_at",-1.3760442681199,5.87890572885783,-5.25163034353809,9.52796785093606e-07,1.60775635292091e-05,5.20348960627474,"TMEM231","79583"
"204962_s_at",-1.00502512368477,8.55526285847041,-5.25111594799585,9.54849593698034e-07,1.61006046359384e-05,5.20141467455359,"CENPA","1058"
"1558290_a_at",-1.3250867208722,7.18115334754225,-5.25040778241346,9.57682763037112e-07,1.61245174962979e-05,5.19855830523982,"PVT1","5820"
"213869_x_at",1.03382430577904,8.38420163815201,5.25034387304844,9.57938850380006e-07,1.61245174962979e-05,5.19830053845985,"THY1","7070"
"226844_at",-1.76926431239235,5.92532626823598,-5.24907325599688,9.63044188603342e-07,1.61905141080326e-05,5.19317608493664,"MOB3B","79817"
"1563022_at",1.26500752358182,3.40809296667631,5.24653502494216,9.73322604917482e-07,1.63499058140256e-05,5.18294127917724,"CCDC160","347475"
"203108_at",2.31627601966392,8.04027773084141,5.2434208699006,9.8607984124914e-07,1.65303425227227e-05,5.17038782446405,"GPRC5A","9052"
"207172_s_at",1.4479407659272,8.06986388633309,5.24106161873496,9.95853323372313e-07,1.66597058247832e-05,5.16088012136786,"CDH11","1009"
"217525_at",1.18850552387943,4.58840081834522,5.24089659794623,9.9654047579071e-07,1.66597058247832e-05,5.16021517906251,"OLFML1","283298"
"218959_at",1.75711770087993,6.24192241231318,5.24077500954891,9.97047070871574e-07,1.66597058247832e-05,5.15972525241113,"HOXC10","3226"
"227061_at",1.98475649703129,5.92163934008331,5.24014874657134,9.99660372379703e-07,1.66965677837301e-05,5.15720189346537,"CCDC80","151887"
"220038_at",-1.29576946906503,9.20412327671783,-5.23877535981931,1.00541478433602e-06,1.67790101004941e-05,5.15166876631988,"SGK3","23678"
"1553797_a_at",1.1171567456512,2.5448147390489,5.23528799769723,1.02017258930401e-06,1.70114505294109e-05,5.13762231595161,"SILC1","150622"
"229554_at",1.45936205340291,7.90210459046438,5.23403436048709,1.02552931929811e-06,1.70938228489836e-05,5.132574125503,"LUM","4060"
"204036_at",1.60878501026406,6.34805650103783,5.23027303892488,1.04176686018091e-06,1.7357419071458e-05,5.11743180654343,"LPAR1","1902"
"219295_s_at",-2.33123863107072,5.02723357465178,-5.22942418521493,1.04546596677087e-06,1.74119766456022e-05,5.11401530369391,"PCOLCE2","26577"
"217640_x_at",-1.09235052651921,4.51068776514172,-5.22770466546819,1.05299863677466e-06,1.75089846319173e-05,5.10709542191632,"SKA1","220134"
"216474_x_at",2.0581472935409,5.58232103293233,5.22152129953482,1.08052709421564e-06,1.78869329718281e-05,5.08222177168548,"TPSAB1","7177"
"224279_s_at",-1.30027458282849,4.67848469561543,-5.21973535690922,1.08860827608431e-06,1.7998908771194e-05,5.07504046645291,"CABYR","26256"
"219306_at",-1.3310895334952,6.5366458165118,-5.21754079463391,1.09861936588798e-06,1.81205906994654e-05,5.06621791074102,"KIF15","56992"
"1569112_at",1.62520691312995,3.42580184294192,5.2150730852864,1.10998402299613e-06,1.83006774744403e-05,5.05629964561344,"SLC44A5","204962"
"206683_at",-1.49627920450129,5.44321293971616,-5.21405326881233,1.11471412460349e-06,1.83638963299484e-05,5.05220151991766,"ZNF165","7718"
"202952_s_at",1.43689718921185,8.04159487365422,5.20832070794569,1.14167182770492e-06,1.87327377443827e-05,5.02917332884868,"ADAM12","8038"
"202234_s_at",-1.8424142533646,4.61837086874625,-5.20527402528441,1.15625734241832e-06,1.89341757462143e-05,5.0169401222069,"SLC16A1","6566"
"232304_at",-1.01202193426564,9.20168247275086,-5.20242036276771,1.17008392952814e-06,1.91452998588874e-05,5.00548545796824,"PELI1","57162"
"212764_at",1.4129874856366,7.42467131244354,5.20215445537263,1.17138050764092e-06,1.91588696989662e-05,5.00441827323109,"ZEB1","6935"
"201646_at",1.17269023472951,8.859700768301,5.20051210012012,1.17941989874335e-06,1.92749834707343e-05,4.99782754960104,"SCARB2","950"
"210809_s_at",1.15403245274934,13.6955040953566,5.20030852299474,1.18042016589009e-06,1.92799987971914e-05,4.99701067916524,"POSTN","10631"
"1553292_s_at",1.32647692107803,6.30577260749349,5.2002582763082,1.18066717831791e-06,1.92799987971914e-05,4.99680906275401,"RSKR","124923"
"227702_at",2.88294384177906,4.12192090001378,5.19977972697027,1.18302225778884e-06,1.9303081837793e-05,4.99488892143085,"CYP4X1","260293"
"237211_x_at",-1.07256330626695,4.45097861426966,-5.19925623633384,1.18560376563236e-06,1.93230143006538e-05,4.99278856649472,"MORN3","283385"
"235540_at",-1.39534491316947,4.82974763099305,-5.19334783487585,1.21512458858826e-06,1.97639701033213e-05,4.96909077262709,"GNRH1","2796"
"225617_at",1.01909884628174,6.63855437913238,5.19060924773483,1.2290502322151e-06,1.99588022660388e-05,4.95811163774402,"ODF2","4957"
"216226_at",-1.05823522916071,3.18440336580969,-5.18682530091381,1.24854845535376e-06,2.02433692618923e-05,4.94294678518436,"TAF4B","6875"
"209610_s_at",1.54956195134995,8.15887486398706,5.18535548289558,1.25620349768294e-06,2.03513900509646e-05,4.93705784603869,"SLC1A4","6509"
"209550_at",1.14155779827147,5.96870800718904,5.18492509798298,1.25845367895491e-06,2.03717468029479e-05,4.9353336477099,"NDN","4692"
"226137_at",1.13216034200174,7.96755104842197,5.18453277472701,1.26050829433476e-06,2.03969542623925e-05,4.93376199902668,"ZFHX3","463"
"235238_at",-2.53567791161214,4.99790016992931,-5.18439213997515,1.26124560310884e-06,2.04008342050788e-05,4.93319863136243,"SHC4","399694"
"212442_s_at",1.29327523968114,9.43376103988376,5.18258878921975,1.27073750523737e-06,2.05300711839059e-05,4.92597534023485,"CERS6","253782"
"203608_at",-1.45714526946271,7.81658337146488,-5.18013494984892,1.28376544869606e-06,2.07079144210595e-05,4.91614872725835,"ALDH5A1","7915"
"219179_at",1.65411120701657,5.49752607186326,5.17415222462362,1.3160785053779e-06,2.11542465835027e-05,4.89220102309421,"DACT1","51339"
"221730_at",1.404163605497,11.1569195254116,5.16757194121522,1.35253706049432e-06,2.16892567964447e-05,4.86587886222893,"COL5A2","1290"
"212977_at",1.3128111444435,8.71561682775738,5.16546441927575,1.36442124079513e-06,2.18541908427983e-05,4.85745231773985,"ACKR3","57007"
"240242_at",1.49082721849626,3.06863749063962,5.15605948545423,1.41871046473792e-06,2.26177309082868e-05,4.81987133965819,"ATP13A4","84239"
"213765_at",2.10116196423827,7.05098066175766,5.15490618659171,1.42551134777306e-06,2.27144975728877e-05,4.8152654810452,"MFAP5","8076"
"226869_at",1.559347674464,6.25685015133613,5.15484244937419,1.42588812683185e-06,2.27144975728877e-05,4.81501095412803,"MEGF6","1953"
"223949_at",-2.2083638289259,5.49395490868616,-5.15351978468048,1.43372898181686e-06,2.2821670485411e-05,4.80972944138635,"TMPRSS3","64699"
"214614_at",1.03603570453757,5.18584392323109,5.15209828200207,1.44220271847745e-06,2.29309145434647e-05,4.80405408947725,"MNX1","3110"
"204199_at",1.30882573861855,4.94646964540882,5.15208707066403,1.44226974460042e-06,2.29309145434647e-05,4.80400933160669,"RALGPS1","9649"
"208850_s_at",1.14914998087008,7.49640865617744,5.15124459212165,1.44731515396745e-06,2.30022134004967e-05,4.80064614425175,"THY1","7070"
"231938_at",-1.04529664077839,3.76809096493828,-5.14489865754311,1.48587758717148e-06,2.35464638897028e-05,4.77532278694477,"SGO1","151648"
"227929_at",1.28811633050257,3.29987524283073,5.14267755412356,1.49961029331764e-06,2.36864485620942e-05,4.76646356211938,"LIN7A","8825"
"214456_x_at",-1.59031246200012,7.60235569425715,-5.14241207678107,1.50125996666799e-06,2.37033745372562e-05,4.76540480427086,"SAA2","6289"
"205422_s_at",1.50310959786879,7.12637216924679,5.14056975040971,1.51275710022941e-06,2.38665225616802e-05,4.75805819812865,"ITGBL1","9358"
"228906_at",-1.49905186781175,3.08621612401094,-5.1381935498037,1.52771297411462e-06,2.40932087656139e-05,4.74858481344701,"TET1","80312"
"232377_at",2.0949231381498,2.53919682403988,5.13637224779239,1.53927398255006e-06,2.42382451537951e-05,4.74132531995125,"NXPH1","30010"
"219821_s_at",-1.25068361243512,7.58921135031257,-5.13304239704787,1.56063208744164e-06,2.45274657391556e-05,4.72805659867246,"GFOD1","54438"
"208083_s_at",2.58205044069326,5.05505469850165,5.13085732754265,1.57480441825284e-06,2.47123154864292e-05,4.71935215756977,"ITGB6","3694"
"219255_x_at",-1.66973462656772,8.24624347605526,-5.12998594076248,1.58049121307101e-06,2.47920664501774e-05,4.71588147236723,"IL17RB","55540"
"1553972_a_at",-2.20443205701263,6.20075906564246,-5.12739929128988,1.59749044911415e-06,2.50299955580729e-05,4.70558090810399,"LOC102724560","102724560"
"209616_s_at",1.85278631696786,5.01416449133412,5.12545204306763,1.61040528106231e-06,2.52034573071293e-05,4.69782846299996,"CES1","1066"
"210176_at",-1.65965541175449,7.12901295289894,-5.12489719354812,1.61410386687829e-06,2.52420728289388e-05,4.69561977675328,"TLR1","7096"
"230722_at",1.39182057043739,5.98977622680633,5.12473709502538,1.61517261311553e-06,2.52491566253105e-05,4.69498249806561,"BNC2","54796"
"223159_s_at",1.37138519042722,4.83143741400202,5.12420011626577,1.61876229227551e-06,2.52859920123677e-05,4.69284511260604,"NEK6","10783"
"218847_at",-1.67003271903229,6.10815787939108,-5.11605336493128,1.67418830348154e-06,2.60822253784031e-05,4.66043305798852,"IGF2BP2","10644"
"203637_s_at",-1.69212450248487,8.23988914088413,-5.11480047383802,1.68287508815913e-06,2.61810436711215e-05,4.65545093274106,"MID1","4281"
"242350_s_at",2.71608103510634,6.61192780176139,5.11477022822431,1.68308533599347e-06,2.61810436711215e-05,4.65533066932344,"ST8SIA6-AS1","100128098"
"228058_at",2.90642683489626,4.84353686687154,5.11302752718544,1.69524287319629e-06,2.63501663277258e-05,4.64840196045561,"ZG16B","124220"
"202965_s_at",-2.20662728588356,3.28309802993453,-5.10976718406178,1.71821858469206e-06,2.66366105280579e-05,4.63544285798107,"CAPN6","827"
"204653_at",1.1442633931826,10.8037679162874,5.10736422842964,1.73534661711391e-06,2.68818106113104e-05,4.62589460615102,"TFAP2A","7020"
"233498_at",1.4721961137635,2.77460833039759,5.10577019785344,1.74680056864781e-06,2.70184121149887e-05,4.61956202976544,"ERBB4","2066"
"242019_at",1.07998423606267,2.67942837197234,5.10213229967726,1.77321794956124e-06,2.73753873508317e-05,4.60511393016744,"CERS6","253782"
"214279_s_at",-2.39948697147789,5.46989518332018,-5.09995996520772,1.78917840834557e-06,2.75802524269932e-05,4.5964891216263,"NDRG2","57447"
"242228_at",-1.14292028058155,4.51797072920383,-5.09874704695543,1.79815082487233e-06,2.76977371987472e-05,4.59167436705688,"BICD1","636"
"233025_at",1.64834378113925,6.3758658108095,5.09836721160004,1.80096963260077e-06,2.77307393222538e-05,4.59016671793393,"PDZD2","23037"
"205683_x_at",1.75735833950274,5.194481595383,5.09777929551926,1.80534114296399e-06,2.77876157004863e-05,4.58783327437778,"TPSAB1","7177"
"211767_at",-1.45370420200246,3.83772197621749,-5.09530518179329,1.82385147186713e-06,2.80304369386956e-05,4.57801513876412,"GINS4","84296"
"218355_at",-1.13155920645073,6.99766241291526,-5.08920654039855,1.87027389913976e-06,2.86901275571743e-05,4.55382496680916,"KIF4A","24137"
"243864_at",1.01459157268819,3.9179718232235,5.08710508643406,1.88653566610834e-06,2.89071406775435e-05,4.54549332181811,"CCDC80","151887"
"208033_s_at",1.05895063906508,4.55743050919834,5.08667799167361,1.88985750693105e-06,2.89472234644007e-05,4.54380025179435,"ZFHX3","463"
"204404_at",2.25291186633051,5.83260602403996,5.08610785327263,1.89430080662006e-06,2.89936208565319e-05,4.54154025814919,"SLC12A2","6558"
"228975_at",1.1587082241312,4.62090617824069,5.0839204225599,1.91144307568606e-06,2.92123786341525e-05,4.53287072882448,"SP6","80320"
"238759_at",-1.54346559838877,3.12579840740138,-5.08174625257513,1.92863143823986e-06,2.94202393949358e-05,4.52425581970079,"CCDC88A","55704"
"212912_at",1.61752823609168,6.53656734068206,5.07886313291237,1.95165740102e-06,2.97142492153991e-05,4.51283495082401,"RPS6KA2","6196"
"204813_at",1.38401506952922,3.364913008404,5.07352711183269,1.99498333589672e-06,3.02971469278182e-05,4.49170699352852,"MAPK10","5602"
"238029_s_at",2.01843565153557,5.87066842115513,5.07319459932464,1.99771403026312e-06,3.03273847082225e-05,4.49039082271115,"SLC16A14","151473"
"238478_at",1.32376477407015,5.41663628319363,5.07107345454726,2.01521957692023e-06,3.0547897793729e-05,4.48199591784333,"BNC2","54796"
"241696_at",-1.00191200759245,3.83523110789009,-5.06898361462203,2.03261314403043e-06,3.07774259076158e-05,4.47372683199501,"CNTLN","54875"
"229644_at",-1.05859428218354,5.46566538780564,-5.0630159245279,2.08309220931247e-06,3.14488633838913e-05,4.45012437460598,"PREP","5550"
"229254_at",-2.27071054952477,4.66887568848416,-5.05936600097974,2.1145666647063e-06,3.18536706537903e-05,4.43569646773894,"MFSD4A","148808"
"220149_at",1.75552869087005,3.94506328350102,5.05920785104735,2.11594088010761e-06,3.18548260476316e-05,4.43507144355891,"MAB21L4","79919"
"218844_at",1.14061387905258,7.44919894328927,5.0591783746298,2.11619710647128e-06,3.18548260476316e-05,4.43495495105365,"ACSF2","80221"
"213033_s_at",-1.66350179961007,6.13460135017389,-5.0588353779209,2.119180862523e-06,3.18880337933552e-05,4.43359943627105,"NFIB","4781"
"201341_at",1.05681345794098,7.83843070846004,5.05544849889238,2.14886486730743e-06,3.22873048805693e-05,4.42021734405293,"ENC1","8507"
"229479_at",1.8870757504529,6.51139257649174,5.05415674590799,2.1602928750894e-06,3.24471241941998e-05,4.41511475185326,"LINC01614","105373869"
"219429_at",1.63923908857583,3.6883124214138,5.05144279534287,2.18449643365889e-06,3.27866368103035e-05,4.40439668363393,"FA2H","79152"
"1554242_a_at",-2.07106400850951,3.42184300578248,-5.04983552003221,2.19895497369386e-06,3.29794988080991e-05,4.39805067963554,"COCH","1690"
"235318_at",1.61083556057528,5.94010785399564,5.0468085446561,2.22643862078974e-06,3.33550928779183e-05,4.38610236225605,"FBN1","2200"
"242273_at",1.17306649309443,5.83287208042772,5.04556481457663,2.23782804808225e-06,3.34767972577761e-05,4.38119418200031,"LLPH","84298"
"210021_s_at",1.5119984766574,3.91730785054127,5.04451051020939,2.24752731445881e-06,3.36096316564803e-05,4.37703407368127,"CCNO","10309"
"214890_s_at",-1.11995770652859,3.71038797533111,-5.0427968622555,2.26337990803969e-06,3.37973888380405e-05,4.37027335178771,"FAM149A","25854"
"209457_at",1.75989847672154,5.96633316267838,5.03301262483249,2.35600300871019e-06,3.50020099163597e-05,4.33169719675271,"DUSP5","1847"
"228640_at",2.15706591726585,6.15849301987845,5.02303512634777,2.45426049481367e-06,3.63563935438366e-05,4.29240270497572,"PCDH7","5099"
"223721_s_at",1.34656777560556,3.99171002016221,5.020907264124,2.47572679545918e-06,3.66611417555104e-05,4.28402823531819,"DNAJC12","56521"
"1556666_a_at",1.36383736741466,3.16788444108778,5.01429576049289,2.54359997281499e-06,3.75577145427821e-05,4.25802067283172,"TTC6","319089"
"223218_s_at",1.20737010018877,9.73055868404025,5.01211834599482,2.56634783283897e-06,3.78663283691001e-05,4.24945967193854,"NFKBIZ","64332"
"202741_at",1.02158420326905,9.18433415510559,5.00921401770354,2.59699892185743e-06,3.82451756094291e-05,4.23804393239713,"PRKACB","5567"
"225801_at",-1.52288478581694,4.54505052584073,-5.00915550569073,2.59762008760755e-06,3.82451756094291e-05,4.23781398399444,"FBXO32","114907"
"204992_s_at",-1.25495328501477,10.2114586769533,-5.00286246304665,2.66527986751774e-06,3.91289422440736e-05,4.21309165565099,"PFN2","5217"
"232423_at",1.07785368658516,5.5176772676123,5.00019824960359,2.69443920912378e-06,3.9514587028223e-05,4.20263057708084,"ARSD","414"
"202454_s_at",1.20046087429432,9.43265111083821,4.99943859713875,2.70281030584192e-06,3.9580726350265e-05,4.19964837059367,"ERBB3","2065"
"224391_s_at",1.04726408134844,6.17705126832881,4.99792412981649,2.71957493082194e-06,3.97552408069243e-05,4.19370371940771,"SIAE","54414"
"218960_at",1.46342428082961,2.57467400481407,4.99399201660401,2.76357681868336e-06,4.02705472548973e-05,4.17827401708323,"TMPRSS4","56649"
"215646_s_at",1.64702041357801,10.4708006180674,4.99370540029535,2.76681117091669e-06,4.02877575469701e-05,4.17714959899717,"VCAN","1462"
"204337_at",1.92258609892318,5.97095484461577,4.98970349725846,2.8123584253278e-06,4.08639067583774e-05,4.16145367001925,"RGS4","5999"
"218096_at",-1.03706122447931,9.31654400959162,-4.98719666571571,2.8412611736489e-06,4.12108500758046e-05,4.15162524637491,"AGPAT5","55326"
"219928_s_at",-1.73234209235911,4.26776127241226,-4.98520683859075,2.86440903366777e-06,4.14293573250487e-05,4.14382582863807,"CABYR","26256"
"229125_at",-2.58145001465152,5.9120979149997,-4.98440985583726,2.87373188943145e-06,4.15202615906438e-05,4.14070243756229,"KANK4","163782"
"208165_s_at",-1.27861179926571,5.41342231932599,-4.98053648444337,2.91946424397636e-06,4.2032904445227e-05,4.1255266870188,"PRSS16","10279"
"205111_s_at",-1.27057757959421,5.62709677647317,-4.98033066333028,2.92191409422076e-06,4.20386545682204e-05,4.12472047510353,"PLCE1","51196"
"229849_at",-1.85650137643751,4.57087352751215,-4.98010222036271,2.92463555465809e-06,4.2063050257173e-05,4.12382567454872,"WIPF3","644150"
"202742_s_at",1.13515053318139,5.30854240266131,4.97947550606574,2.93211434908224e-06,4.21175553078802e-05,4.12137098424352,"PRKACB","5567"
"225407_at",-1.21515227154932,7.0555306904641,-4.97709595980979,2.96068042221079e-06,4.24474615497661e-05,4.11205248058041,"MBP","4155"
"221974_at",1.21033709514103,4.86531532406785,4.9723466767822,3.01850813508756e-06,4.31859412320762e-05,4.09346151919044,"IPW","3653"
"244377_at",1.20508692871774,4.58904157521779,4.96962491592296,3.05214325429762e-06,4.36214994768977e-05,4.0828118357801,"SLC1A4","6509"
"202528_at",1.00801850636255,6.67116763679136,4.96664530435938,3.08938372381553e-06,4.41076219398789e-05,4.07115707362565,"GALE","2582"
"204750_s_at",-1.63968803776469,7.68483643825428,-4.96621223167895,3.09483318218824e-06,4.41546763404477e-05,4.06946344223095,"DSC2","1824"
"221122_at",1.40234378742572,3.76020465589415,4.96325928008159,3.13224141141341e-06,4.46107769481054e-05,4.05791750016778,"PLAAT2","54979"
"218966_at",1.41738018046115,8.27983817455363,4.9616117044319,3.1533041773461e-06,4.48484510884147e-05,4.05147724983533,"MYO5C","55930"
"224516_s_at",1.31296386560295,8.64670813421992,4.96148843142788,3.15488564975082e-06,4.48553852920883e-05,4.05099543428578,"CXXC5","51523"
"210754_s_at",-1.05824755794485,8.60839681210991,-4.95769728505159,3.20390156589425e-06,4.5441985405717e-05,4.03618100824793,"LYN","4067"
"227070_at",1.56754359324784,8.2026615066742,4.95753416780774,3.20602708478989e-06,4.545640891588e-05,4.0355437513764,"GLT8D2","83468"
"221567_at",1.04861710303557,4.61654290452923,4.95673842829689,3.21641578282936e-06,4.55564465489241e-05,4.03243517600654,"NOL3","8996"
"235226_at",-1.10582017354608,7.0070015299107,-4.95572804535883,3.2296540168839e-06,4.56965953444815e-05,4.02848850490195,"CDK19","23097"
"219959_at",-1.88522348991788,6.13809284291186,-4.95483874125855,3.2413497739633e-06,4.57988649660893e-05,4.02501516487262,"MOCOS","55034"
"221447_s_at",1.48026879064757,7.16452899083673,4.95182797696092,3.28125329668294e-06,4.62829412374225e-05,4.01325873913859,"GLT8D2","83468"
"230403_at",-1.35111771280207,5.76896215438864,-4.94865310899227,3.32385026098988e-06,4.68519348211271e-05,4.00086598332475,"RFX3","5991"
"202363_at",1.9178805453161,6.6590745218779,4.94251403128258,3.40775140843795e-06,4.7900674217113e-05,3.97691576076136,"SPOCK1","6695"
"223690_at",1.23018352491416,6.72928420634541,4.94150620845269,3.42172080985695e-06,4.80493972901967e-05,3.97298560837007,"LTBP2","4053"
"206197_at",1.42525369387778,2.69061652908563,4.93327351080336,3.53794258271017e-06,4.95287803555643e-05,3.94089835422598,"NME5","8382"
"201397_at",-1.2312598494055,8.0256317575764,-4.93027569125781,3.58121097647914e-06,5.00661353152235e-05,3.92922192765371,"PHGDH","26227"
"205429_s_at",-1.03185985149462,3.2135755694731,-4.92775598762866,3.617976932013e-06,5.04980872601009e-05,3.91941092983576,"PALS2","51678"
"236293_at",1.71094611262845,6.30564335241201,4.92653804378078,3.63587997523746e-06,5.07266493721119e-05,3.91466965048171,"RHOH","399"
"220354_at",-1.00855575300705,3.89846595420154,-4.92389037214474,3.67509736863938e-06,5.11519662266427e-05,3.90436499193993,"MCF2L-AS1","100289410"
"91826_at",1.37129158481438,6.45720808274259,4.92053430719042,3.72540001623284e-06,5.17642501747242e-05,3.89130790679122,"EPS8L1","54869"
"211571_s_at",1.56049509692025,10.0081497327376,4.91969293512803,3.73811575118859e-06,5.19233395195585e-05,3.88803528012345,"VCAN","1462"
"211695_x_at",1.05776121185012,3.15076798241729,4.91656370313062,3.78578016453383e-06,5.25320236435009e-05,3.87586657562259,"MUC1","4582"
"225168_at",-1.02008453521148,8.30485361640072,-4.91533674999356,3.80463019859864e-06,5.27578818611223e-05,3.87109652719235,"FRMD4A","55691"
"205401_at",-1.10272003596274,6.81074094630817,-4.91274752794153,3.84470963814289e-06,5.31698057343713e-05,3.86103263211782,"AGPS","8540"
"225241_at",1.14450387485085,6.97911396861456,4.91183324757407,3.8589600883652e-06,5.33309064588225e-05,3.85747970619484,"CCDC80","151887"
"221912_s_at",-1.18658713087686,4.97838440498984,-4.91066824110231,3.87719303738392e-06,5.35467912781712e-05,3.85295300715797,"CCDC28B","79140"
"214081_at",1.15066218082124,5.61440418943275,4.91027306728837,3.88339674487655e-06,5.35867380326353e-05,3.85141767869434,"PLXDC1","57125"
"227212_s_at",-1.34178009037724,6.83795084039096,-4.90983734770371,3.89024817308875e-06,5.36367639843077e-05,3.84972490523639,"PHF19","26147"
"211161_s_at",1.09117484872458,13.0093746394807,4.90829663106557,3.91456955166772e-06,5.39313383897037e-05,3.84373991216938,"COL3A1","1281"
"230425_at",-1.49512947161444,3.05896671444303,-4.90571984980844,3.95557729769373e-06,5.4395890271261e-05,3.83373271717816,"EPHB1","2047"
"1555416_a_at",1.93337999858482,3.81669589687032,4.90306814056242,3.99821414896827e-06,5.49222019980888e-05,3.82343772814659,"ALOX15B","247"
"219740_at",-2.18555896732539,4.88752669042779,-4.89953750935146,4.0556783840801e-06,5.56184068430838e-05,3.80973545189742,"VASH2","79805"
"201563_at",1.05907785034015,9.78208360073753,4.89838088707262,4.07467774943022e-06,5.58416064296914e-05,3.80524788679034,"SORD","6652"
"222671_s_at",-1.05499772874928,4.4898777074251,-4.89621872143594,4.11042747003347e-06,5.62563311018867e-05,3.79686058432684,"JMJD4","65094"
"220239_at",-1.12157423414308,7.23405061404304,-4.89572613294735,4.11861464927837e-06,5.63307788789228e-05,3.79495007625149,"KLHL7","55975"
"219360_s_at",1.30063173464039,5.31052395495905,4.89388327796349,4.14938529225191e-06,5.66760141650557e-05,3.78780354521302,"TRPM4","54795"
"1558164_s_at",-1.0899912467868,2.73437515332425,-4.89370611855985,4.15235513607788e-06,5.66976923076049e-05,3.787116609673,"PEX13","5194"
"238164_at",-1.34783294996113,5.03833122033521,-4.89320823491186,4.16071258442802e-06,5.67739962768342e-05,3.78518614374761,"USP6NL","9712"
"205538_at",1.09002502921486,4.69418388277462,4.89091628136411,4.19939689193377e-06,5.7225679679911e-05,3.77630093290376,"CORO2A","7464"
"203824_at",3.12998751496488,3.63871961834446,4.89029216087688,4.20999150993817e-06,5.73319468194968e-05,3.77388182800525,"TSPAN8","7103"
"205816_at",-1.12005120588855,3.10458268794499,-4.89016233391881,4.21219862586109e-06,5.734295898234e-05,3.77337863850312,"ITGB8","3696"
"230093_at",1.11994285702717,4.15766015925983,4.88863606896508,4.23823042622714e-06,5.76590578623151e-05,3.76746365388936,"RSPH1","89765"
"227349_at",-1.09479538046901,6.97310582893659,-4.88732032137044,4.26079732437122e-06,5.79276304670151e-05,3.76236538847385,"HELLS","3070"
"225008_at",1.14142251639528,7.78752276040434,4.88715875274867,4.26357650206636e-06,5.794620181993e-05,3.76173939690895,"ASPH","444"
"230917_at",-1.05656761304543,4.44359145112786,-4.88440095292794,4.31128707292689e-06,5.84976886625726e-05,3.75105627260477,"PLCG2","5336"
"210692_s_at",-1.18150831232349,7.74963552294514,-4.88393800028382,4.31934704564385e-06,5.85682891070041e-05,3.74926323948974,"SLC43A3","29015"
