"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Symbol","Entrez"
"1553436_at",2.469507768229,2.7449460419221,4.06128084756274,0.000101873224023009,0.000829964172032479,0.734108864042573,"MUC19","283463"
"204268_at",-2.43205516782858,5.95206808651727,-4.05391103889747,0.000104637322146774,0.00084886808967341,0.708770144051713,"S100A2","6273"
"218136_s_at",-1.24837326245202,6.78183848409446,-4.05373546883374,0.000104704040012539,0.000849146451082706,0.708166892882384,"SLC25A37","51312"
"226907_at",-2.2093579112291,6.58097981874151,-4.05294464614868,0.000105005064227766,0.000851082754219278,0.705449885446066,"PPP1R14C","81706"
"213068_at",1.39956776896515,5.27743665217072,4.04979605811262,0.00010621181427041,0.000859504486351666,0.694636025848605,"DPT","1805"
"205534_at",1.01716703840996,3.2581441561958,4.0491078390172,0.000106477351213761,0.000861313337772548,0.692273108664818,"PCDH7","5099"
"215078_at",-1.22843493289302,3.43582305919765,-4.04373470383663,0.000108572473191355,0.000875134934938546,0.67383471006054,"SOD2","6648"
"204949_at",1.0453427813027,6.90495437915305,4.04368632245829,0.000108591516656115,0.000875134934938546,0.673668762448906,"ICAM3","3385"
"218353_at",1.10691644506434,7.27358954002472,4.04179624477384,0.000109337984005934,0.000880112818252713,0.667186898766381,"RGS5","8490"
"202986_at",-1.41318304817386,5.70006344963889,-4.04127585170172,0.000109544370129751,0.000881428051962385,0.665402624889083,"ARNT2","9915"
"242546_at",-1.28056562458755,8.47509513337126,-4.04051415759718,0.000109847128895635,0.000883344121050527,0.662791289864169,"DUXAP8","503637"
"203876_s_at",1.6050405901487,7.39177443710376,4.03920066367611,0.000110371102639531,0.000886857637776234,0.658289011664159,"MMP11","4320"
"228790_at",1.17373151755371,3.62490133639486,4.03877383426685,0.000110541886880067,0.000887538580307478,0.6568261832919,"FAM110B","90362"
"201744_s_at",1.00967524615791,13.3678597911272,4.03610599539467,0.000111615103985357,0.000894404089078675,0.647685417268764,"LUM","4060"
"1554466_a_at",-1.14264448145329,4.26094138718002,-4.03457835727303,0.000112234130838757,0.000898311204550539,0.642453196624491,"METTL26","84326"
"1553989_a_at",-1.733332406285,5.53395985559602,-4.03366857165284,0.000112604354559069,0.000900746967292246,0.639337801750753,"ATP6V1C2","245973"
"231984_at",-1.032252614276,5.0418632335865,-4.03158846280397,0.000113455226434301,0.000905980361570155,0.632216690868979,"MTAP","4507"
"218885_s_at",1.57039946395352,4.08579920221246,4.0311700120735,0.00011362713726182,0.000906886437439826,0.630784463122277,"GALNT12","79695"
"215382_x_at",1.28815690661699,5.55208333019064,4.02878438452102,0.000114611995973394,0.000913953769524121,0.622621179112224,"TPSAB1","7177"
"201109_s_at",1.32869971848897,8.68749839907529,4.02474928948742,0.000116296451669863,0.000925047469305731,0.608821332847456,"THBS1","7057"
"204086_at",-2.1369858385242,5.05070922753408,-4.02402489028283,0.000116601354092293,0.000927292847789059,0.606344942963555,"PRAME","23532"
"212154_at",-1.23011538485052,8.67230738331669,-4.02139918555303,0.000117712956135679,0.00093504495416261,0.597371470681851,"SDC2","6383"
"232504_at",-1.21505920154263,4.83368506503579,-4.01965743777036,0.000118455925782906,0.000939672428090982,0.591421223998675,"MIR3142HG","107075116"
"213029_at",-1.11661339358847,10.1244342160036,-4.0175415770499,0.000119364524293407,0.000945965008528578,0.584195340302006,"NFIB","4781"
"235061_at",-1.11019171715783,8.3571169527646,-4.01455074848213,0.000120660250832467,0.000953837078298533,0.573985893868459,"PPM1K","152926"
"207096_at",-1.14137299887749,2.46328482141714,-4.00517092096843,0.000124811876454815,0.000983059123348351,0.542001617202148,"SAA4","6291"
"213888_s_at",-1.27148443419128,7.79830870155442,-4.00460974891518,0.000125064547634913,0.0009846671872546,0.540089739753583,"TRAF3IP3","80342"
"214974_x_at",-1.92455169242823,3.97801200057308,-4.00186642954937,0.000126306811819657,0.000993113041582595,0.530746131184609,"CXCL5","6374"
"209070_s_at",1.06666565816685,7.46592315238237,3.99941622844264,0.000127426326201256,0.00100038083085512,0.52240466882905,"RGS5","8490"
"212096_s_at",1.12491620277917,9.54541215416062,3.99860156586924,0.000127800651810318,0.00100235997070204,0.519632027010626,"MTUS1","57509"
"231882_at",-1.13228006966605,8.85748743263321,-3.99785277506528,0.000128145638875361,0.00100468141041019,0.517083924627593,"DUXAP8","503637"
"220638_s_at",-1.11474628884675,3.46952495440732,-3.99657676805388,0.000128735583586259,0.00100872804688916,0.512742500926833,"CBLC","23624"
"223121_s_at",1.36439840107961,9.52335586920336,3.99550086397998,0.000129235033520938,0.00101186811428156,0.509082654334962,"SFRP2","6423"
"214073_at",1.00277093987145,4.40693569508125,3.99344010336255,0.000130196853083123,0.00101862082881519,0.502074606426429,"CTTN","2017"
"235771_at",-1.15003179751309,3.65496386587759,-3.99335252093548,0.000130237881929176,0.00101874744575046,0.501776820349351,"LINC00472","79940"
"219197_s_at",1.40017962354189,5.42123061245632,3.99322376422793,0.000130298221749521,0.00101902503998042,0.501339047316844,"SCUBE2","57758"
"1556486_at",-1.11221815423163,3.25786155444412,-3.99292428360487,0.000130438672222367,0.00101992893131311,0.500320851055512,"LOC105378577","105378577"
"233124_s_at",-1.02736350278253,8.96056972837284,-3.99106914444817,0.000131311931240664,0.00102558370068422,0.494014808997343,"ECHDC1","55862"
"205381_at",1.40384300524801,4.29633629134333,3.98669361563849,0.000133393824580517,0.0010388756663057,0.479149552135027,"LRRC17","10234"
"229954_at",-1.01578665940254,4.95158374527858,-3.9859175244941,0.000133766376133047,0.00104138152400977,0.476514087544777,"CHDH","55349"
"1553614_a_at",-1.22991389265525,2.65251852492491,-3.98481792280497,0.000134295930221273,0.0010451072922363,0.472780658362185,"LINC01198","101929344"
"233899_x_at",-1.11835900283182,6.57888227244281,-3.98427176403064,0.000134559698677861,0.00104656409039966,0.47092657911653,"ZBTB10","65986"
"226492_at",1.06027655572585,3.41435522452201,3.98285913707603,0.000135244231912199,0.00105128994982518,0.466131876425912,"SEMA6D","80031"
"228439_at",-1.18352227491246,6.21813506092287,-3.98182577085495,0.000135747092221755,0.00105439927438167,0.462625209404874,"BATF2","116071"
"213800_at",1.05199795260551,6.72062092758049,3.97903495224262,0.000137114129950462,0.00106380847388623,0.45315793589376,"CFH","3075"
"232151_at",1.53989691385324,4.54976649313471,3.976405559966,0.00013841414434101,0.00107227159919871,0.444242548661729,"MACC1","346389"
"205363_at",-2.13653126638113,5.26314837438046,-3.9743465408765,0.000139440384715251,0.00107879500657814,0.437264007105513,"BBOX1","8424"
"213423_x_at",-1.60096144533692,9.08986355565065,-3.97370245314289,0.000139762898451906,0.00108064775826389,0.435081552812541,"TUSC3","7991"
"241763_s_at",-1.8528567438879,7.53385324366042,-3.97344974287651,0.000139889632843132,0.00108125061359091,0.434225326754059,"FBXO32","114907"
"204621_s_at",1.20054648509329,6.40860412114793,3.97328415216647,0.000139972736348825,0.00108168904659767,0.433664297645041,"NR4A2","4929"
"41037_at",-1.0004839305487,6.9708973412738,-3.9654141641962,0.000143977317544996,0.0011084577410092,0.407019444635933,"TEAD4","7004"
"205282_at",-1.26354565927657,4.12521405717158,-3.96047241517948,0.000146547672123184,0.00112549929719779,0.390307598829034,"LRP8","7804"
"228260_at",-1.92557181516492,5.4418387741893,-3.95972884137683,0.000146938207344921,0.00112828731347774,0.38779428055557,"ELAVL2","1993"
"226179_at",-1.21558979009606,8.14145896869395,-3.9516170117928,0.000151263845000745,0.00115760035468655,0.360397569804485,"SLC25A37","51312"
"223551_at",1.35972427064067,6.40755253258317,3.95042727421,0.000151908426231596,0.00116123286897844,0.35638272221379,"PKIB","5570"
"219087_at",1.82092615606143,10.0171996902449,3.94873929966896,0.000152827454136176,0.00116717022339351,0.350688011066532,"ASPN","54829"
"202628_s_at",1.1841076857008,6.82595668424178,3.94737056078825,0.000153576574356364,0.00117245463692205,0.346071570037568,"SERPINE1","5054"
"201286_at",1.0913205054211,9.7382766047172,3.94559895049119,0.000154551404795786,0.00117879944238215,0.340098021170875,"SDC1","6382"
"224847_at",-1.21506142003619,7.90139647518287,-3.94513103038781,0.00015480986461351,0.00118033166392941,0.338520596795971,"CDK6","1021"
"205916_at",3.64925428813369,6.91794368108305,3.94473102995416,0.000155031136079715,0.00118150481204773,0.337172244346096,"S100A7","6278"
"212158_at",-1.00134077345769,10.9443992550637,-3.94359543119652,0.000155660973898179,0.00118549824920523,0.333344808490887,"SDC2","6383"
"229543_at",-1.03826076677655,3.73559986414837,-3.93991769185351,0.000157717599720313,0.00119935842933591,0.320954677563581,"CALHM6","441168"
"218656_s_at",1.00528276358643,7.50607116759292,3.93987056250633,0.000157744122754086,0.00119935842933591,0.320795954249075,"LHFPL6","10186"
"202235_at",-1.05684449782287,4.19194958210177,-3.93967301365339,0.000157855343951997,0.00119998155791763,0.320130659279135,"SLC16A1","6566"
"241453_at",-1.01190440421158,3.41238487996786,-3.93775446023632,0.000158939408805238,0.00120687991086111,0.313670684636948,"PTK2","5747"
"239153_at",1.77570858121616,6.35664321674749,3.93629037619372,0.000159771464252023,0.00121207569291211,0.308742460188239,"HOTAIR","100124700"
"209679_s_at",-1.2505287948982,5.81117005151381,-3.93551977187139,0.000160211078736262,0.00121496117486622,0.306149067027174,"SMAGP","57228"
"205680_at",1.34935670737166,2.86538713460817,3.93245076907295,0.000161973386354218,0.00122560559772437,0.295824219001343,"MMP10","4319"
"1552848_a_at",-1.89498694138682,4.71302514830911,-3.92935330748017,0.00016377081980084,0.00123737952738413,0.285409434247788,"PTCHD1","139411"
"222450_at",1.24041672359543,9.20835601895759,3.92536609666621,0.00016611265301985,0.00125196234226587,0.272011584218404,"PMEPA1","56937"
"205979_at",2.1592473016271,3.33809503560545,3.92389603697077,0.00016698412209381,0.00125794909835285,0.26707432286683,"SCGB2A1","4246"
"41660_at",1.08529637400174,6.24170784312131,3.92121328171926,0.00016858576864986,0.0012684268104048,0.258067562956644,"CELSR1","9620"
"224184_s_at",-1.04461965615094,6.47522098811842,-3.92092519538914,0.000168758631105109,0.00126921843540607,0.257100637362071,"BOC","91653"
"225456_at",1.19461212825542,9.16593940709012,3.91871359275877,0.000170091328345925,0.00127783525604549,0.249679356232196,"MED1","5469"
"202966_at",-1.12687084909833,2.71860764146169,-3.91563926077016,0.000171960620048053,0.00128998779078857,0.239368046431552,"CAPN6","827"
"204679_at",1.28547225427072,9.80065105505461,3.9103630249639,0.000175214585991378,0.00131151859875693,0.221685001457665,"KCNK1","3775"
"228648_at",1.40201429300309,3.23853162601611,3.91013148133135,0.00017535872309443,0.00131211844557737,0.220909383951871,"LRG1","116844"
"212272_at",-1.1321577515366,4.09435335038001,-3.90753240338976,0.000176984455795448,0.0013223525192122,0.212205324282102,"LPIN1","23175"
"1552639_at",-1.57268540064123,3.62852560150646,-3.90634405616568,0.000177732559538351,0.00132704283667469,0.208227041175748,"KLHDC7B","113730"
"211959_at",1.26460225174108,10.8712403627145,3.90615897926952,0.000177849343118474,0.00132760503645183,0.207607528738135,"IGFBP5","3488"
"204401_at",-1.53854913201708,6.06853634100222,-3.90325889699792,0.000179688898897679,0.00133962974734553,0.197902750153423,"KCNN4","3783"
"203196_at",1.28338385280748,6.04179202585235,3.90258138568798,0.000180121264155416,0.00134236501552684,0.195636281531114,"ABCC4","10257"
"210372_s_at",-1.20840614965742,7.78925229755794,-3.89949924756547,0.000182100758821841,0.00135609322472563,0.185329199307954,"TPD52L1","7164"
"238429_at",-1.2586366672178,4.31159850609664,-3.8993613008899,0.000182189838796385,0.00135630213326197,0.184868023264031,"TMEM71","137835"
"202687_s_at",1.1721965591219,9.08752628504546,3.89489232805648,0.000185098330156201,0.0013750321463393,0.16993390104869,"TNFSF10","8743"
"210576_at",1.23574722238812,4.20752473183957,3.89395118956885,0.000185716468781543,0.00137905072182514,0.166790427478728,"CYP4F8","11283"
"206510_at",1.30416879304926,4.02896274325306,3.89367842404063,0.000185895989066399,0.00138013382865809,0.165879471636268,"SIX2","10736"
"224765_at",1.07400432641487,10.7836802202631,3.89358662673097,0.000185956442616592,0.00138033272502729,0.165572906159834,"MSL1","339287"
"207120_at",-1.08203901905972,4.31989632327624,-3.89287052194815,0.000186428681801642,0.00138308696735924,0.163181586583536,"ZNF667","63934"
"207977_s_at",1.12428405446361,5.46961073544276,3.89156327984759,0.000187293705244534,0.0013882485701097,0.158817068630287,"DPT","1805"
"1552477_a_at",-1.36365857977732,8.12475534630694,-3.89119913533821,0.00018753534742796,0.00138931585822692,0.157601478218862,"IRF6","3664"
"214702_at",1.50181502735141,6.15646966454854,3.88804487284218,0.00018964097706466,0.00140184579476461,0.147075300208496,"FN1","2335"
"223779_at",-1.69315756948111,3.07136496681201,-3.88736549525836,0.000190097441818436,0.00140471355277044,0.144808930457628,"AFAP1-AS1","84740"
"217014_s_at",2.1227498341379,9.93567276601384,3.88619307591606,0.000190887643547531,0.0014100444849618,0.140898465359355,"AZGP1","563"
"223948_s_at",-1.29589050486676,5.54108409900023,-3.88475690637508,0.000191859885925646,0.00141671578651093,0.136109444812274,"TMPRSS3","64699"
"222853_at",1.83694823699086,3.06814711766759,3.88088384046658,0.000194505458935086,0.00143418482973822,0.12320072730743,"FLRT3","23767"
"225242_s_at",1.42449058293503,8.30410705730623,3.88059756492365,0.00019470238132554,0.0014351206981615,0.122246953017394,"CCDC80","151887"
"204855_at",-2.29471776191548,6.84188491312598,-3.87868988480001,0.000196019499817051,0.00144249525672978,0.115892490206181,"SERPINB5","5268"
"225452_at",1.27752728065403,8.76034536308884,3.87656483295391,0.000197496713611888,0.00145128230196091,0.108816604348442,"MED1","5469"
"206898_at",-1.49240860089174,4.24616813763237,-3.86458699224679,0.000206023832377359,0.00150477399764896,0.0689855257738348,"CDH19","28513"
"212093_s_at",1.13454147057409,5.48358958064662,3.86298231280057,0.000207192561892089,0.00151223278886138,0.0636560608853882,"MTUS1","57509"
"1554830_a_at",-1.10452215215147,5.57820341816531,-3.85658913607294,0.000211912003625099,0.00154420469106869,0.042438846753015,"STEAP3","55240"
"231118_at",-1.39316710770979,4.4037551674614,-3.85642603491826,0.000212033736485087,0.00154481722296278,0.0418978894347513,"ANKRD35","148741"
"228695_at",-1.56492781492127,4.14577876257292,-3.85515762808745,0.00021298270977208,0.00155090446306062,0.0376915291528013,"VXN","254778"
"208153_s_at",-1.00074956198099,2.63188600838318,-3.85483881103954,0.000213221873005198,0.001552131123927,0.0366344073551002,"FAT2","2196"
"1568765_at",1.41224152754983,5.84357351725054,3.85334421038257,0.000214346480552256,0.00155945051252035,0.0316795055938739,"SERPINE1","5054"
"232060_at",-1.01312276438258,3.70098380925038,-3.85146637369195,0.000215767476468039,0.00156895364516678,0.0254560624358522,"ROR1","4919"
"212157_at",-1.08001154123484,5.85550619555327,-3.85008191465703,0.000216820874968843,0.00157577510762539,0.0208691502629996,"SDC2","6383"
"233304_at",-1.34270371390435,3.95878700996235,-3.84758176170467,0.000218735618181966,0.00158800199857177,0.0125887967152289,"NFIB","4781"
"202504_at",-1.71353699940215,8.97863522617969,-3.84559728983282,0.00022026689927063,0.00159855290932618,0.00601910983927656,"TRIM29","23650"
"209292_at",-1.8569971601167,5.06915135586506,-3.84385827595759,0.000221617179351373,0.00160656078769717,0.000264034099891397,"ID4","3400"
"214297_at",-1.16143986363699,3.16197151421357,-3.84020195227334,0.000224481977407323,0.00162396947805396,-0.0118300379748923,"CSPG4","1464"
"231766_s_at",1.35999282984716,8.9259980981806,3.83307727541388,0.000230166078914738,0.00165923521445498,-0.0353725357661343,"COL12A1","1303"
"1553928_at",1.06496344125471,6.05302872604558,3.83182008578365,0.00023118321239243,0.00166468012771762,-0.0395234618245146,"ELMOD2","255520"
"210096_at",1.18763085057877,3.66299166253898,3.8273529814734,0.000234832121187957,0.00168723607800789,-0.0542647535894609,"CYP4B1","1580"
"209309_at",2.3964880037946,11.0348821932809,3.8245440141742,0.000237154649357166,0.00170183570917767,-0.0635278746882939,"AZGP1","563"
"204769_s_at",-1.046114229679,4.8527301619077,-3.82147723821089,0.000239715342636775,0.00171690618506171,-0.0736355450378996,"TAP2","6891"
"213248_at",-1.27149082957444,6.07999677938676,-3.82100640321957,0.000240110806421827,0.00171859832257202,-0.0751868319400479,"LOC730101","730101"
"209433_s_at",-1.11620513499149,7.7164916723777,-3.82027941376913,0.000240722641252793,0.00172111441707577,-0.0775818134629054,"PPAT","5471"
"209189_at",1.36030000617876,8.7955576473863,3.81196013680578,0.000247830800793625,0.00176485831117433,-0.104965163189757,"FOS","2353"
"224396_s_at",1.81723232922527,7.09600600642098,3.80605644342412,0.00025299590995932,0.00179602567381786,-0.124371200619139,"ASPN","54829"
"205440_s_at",-1.39684425496084,2.92768540510557,-3.8055555335795,0.000253438842969233,0.00179854682341688,-0.126016736366653,"NPY1R","4886"
"214701_s_at",1.22278093551854,7.73039763739952,3.80368394046165,0.000255100359556506,0.00180877315290592,-0.132163702257889,"FN1","2335"
"211401_s_at",-1.47107532215849,3.56412384765857,-3.79790306345057,0.000260298151634949,0.00183958383482238,-0.151136237793696,"FGFR2","2263"
